CourseID,Month,Enrollment_Count_monthly,Course_Revenue_monthly,Past_Enrollment_Count,Past_Average_Revenue,Revenue_Per_Enrollment_monthly,Enrollment_Count_course,Course_Revenue_course,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,Avg_Teacher_Experience,Avg_Teacher_Rating,Number_of_Teachers,Price_Band,Duration_Bucket,Rating_Tier,Experience_Bucket,CourseLevel_Encoded,Teacher_Rating_Score,Expertise_Match_Score,Revenue_Per_Enrollment_course
CR00006,2025-11,14,3869.1800000000003,13.0,3592.81,276.37,156,43113.72,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,7.733333333333333,3.2086666666666663,15,High,Long,Medium,Medium Experience,2,3.2086666666666663,0.26666666666666666,276.37
CR00006,2025-12,12,3316.44,14.0,3617.9345454545455,276.37,156,43113.72,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,7.733333333333333,3.2086666666666663,15,High,Long,Medium,Medium Experience,2,3.2086666666666663,0.26666666666666666,276.37
CR00007,2025-01,10,0.0,,,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-02,6,0.0,10.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-03,11,0.0,6.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-04,20,0.0,11.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-05,11,0.0,20.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-06,20,0.0,11.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-07,18,0.0,20.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-08,13,0.0,18.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-09,20,0.0,13.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-10,18,0.0,20.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-11,12,0.0,18.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00007,2025-12,19,0.0,12.0,0.0,0.0,178,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,8.1875,3.1912499999999997,16,Free,Long,Medium,Medium Experience,2,3.1912499999999997,0.25,0.0
CR00008,2025-01,6,0.0,,,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-02,14,0.0,6.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-03,12,0.0,14.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-04,13,0.0,12.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-05,15,0.0,13.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-06,13,0.0,15.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-07,17,0.0,13.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-08,12,0.0,17.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-09,12,0.0,12.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-10,13,0.0,12.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-11,17,0.0,13.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00008,2025-12,14,0.0,17.0,0.0,0.0,158,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,9.466666666666667,3.23,15,Free,Short,Low,Medium Experience,2,3.23,0.26666666666666666,0.0
CR00009,2025-01,10,0.0,,,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-02,18,0.0,10.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-03,12,0.0,18.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-04,10,0.0,12.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-05,11,0.0,10.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-06,17,0.0,11.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-07,17,0.0,17.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-08,15,0.0,17.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-09,11,0.0,15.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-10,12,0.0,11.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-11,6,0.0,12.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00009,2025-12,16,0.0,6.0,0.0,0.0,155,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,8.105263157894736,3.2189473684210523,19,Free,Long,High,Medium Experience,0,3.2189473684210523,0.21052631578947367,0.0
CR00010,2025-01,12,0.0,,,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-02,9,0.0,12.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
